Bankrupt?,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Operating Profit Rate,Non-industry income and expenditure/revenue,Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Long-term fund suitability ratio (A),Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Net Income to Stockholder's Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Equity to Liability
0,0.539161625,0.600282506,0.999028941,0.30355498,4690000000.0,0.0,0.463918875,0.0005170519999999999,0.22927106,0.32542265,0.848062097,0.689445855,0.217591337,5040000000.0,0.000457414,0.26401924,0.383238329,0.009801529,0.005368146999999999,0.63067184,0.008180815,0.139795024,0.008115101,0.406292411,0.139430285,0.0005295569999999999,0.011928255,9290000000.0,0.829203123,0.565233358,0.744656573,0.065026646,0.00720884,0.002426245,0.27732886100000004,0.007047091,0.965756396,0.738071041,0.333277235,0.000119955,0.9389044529999999,0.002562747,0.008866029000000001,0.000188697,0.00014601299999999999,0.593968065,4570000000.0,0.111092226,0.6537567679999999,0.46124516600000004,0.597899862,0.316478448,0.02976572,0.8415567070000001,0.026791157000000003,0.5651583960000001,0.026283697
0,0.5350393489999999,0.614746537,0.9991672509999999,0.303510507,0.00014073,0.0,0.45638509299999996,0.000327033,0.22180202300000001,0.302716276,0.848356255,0.68976544,0.217635,7970000000.0,0.000483915,0.265835218,0.353377296,0.008356292,0.000525274,0.631557787,0.010384921,0.157541494,0.005327568,0.41086756399999996,0.034482759,0.00494253,0.00128001,573000000.0,0.801435983,0.07153892,0.659059033,0.013678082,0.000817989,0.000493569,0.27856436100000004,0.0198113,0.887859959,0.736403154,0.334449194,0.00245855,0.933444541,0.002428445,0.010149686,0.000854533,936000000.0,0.594081482,4630000000.0,0.11418582099999999,0.63622849,0.45818849700000003,0.496598021,0.313233277,0.03478353,0.8412064440000001,0.027094096,0.5662810460000001,0.022920662999999997
0,0.521119974,0.610083743,0.998981682,0.30350374,0.000251741,0.00026214900000000004,0.460904356,0.0,0.215940248,0.317146495,0.84794247,0.6891512870000001,0.217564946,5840000000.0,0.00043498,0.263381278,0.36926716600000004,0.027595546000000002,0.023252405,0.630612252,0.002235111,0.057955679,0.016182537,0.39947992,0.142428786,0.001000274,0.006322342,9520000000.0,0.9449786729999999,0.804281853,0.9077925370000001,0.613862176,0.023545611,0.051959254,0.277071695,0.010802388000000001,0.9847057709999999,0.7419380809999999,0.328228704,0.0,0.9340122590000001,0.002240556,0.045420641,0.000243923,0.000220802,0.594052691,0.000450959,0.110933234,0.6106003720000001,0.445668545,0.561757672,0.310803857,0.010587505,0.84020335,0.026791157000000003,0.5651583960000001,0.066558152
0,0.550404197,0.6045921679999999,0.9990135729999999,0.303536369,0.000131594,6690000000.0,0.472522919,0.00037103699999999995,0.226245627,0.3265898,0.847968574,0.6892527079999999,0.217576537,5330000000.0,0.000423376,0.263458983,0.37651354299999995,0.02240305,0.010831118,0.630660196,0.002192251,0.057048705,0.005526511,0.403438801,0.20089955,0.001012448,0.006241221,6900000000.0,0.883964517,0.343046112,0.665129383,0.075026098,0.011174142,0.007034444,0.277320705,0.029331417999999998,0.900480281,0.7387675840000001,0.328020816,0.0,0.937705688,0.0023314670000000003,0.032001752,0.000115004,5830000000.0,0.593979344,3770000000.0,0.110933234,0.6282052610000001,0.45298783200000003,0.622824127,0.312859023,0.013078056000000001,0.841135975,0.026803378,0.565216002,0.06758839400000001
0,0.510252155,0.61128007,0.998990811,0.303393767,0.00026342,419000000.0,0.462575174,0.000447045,0.20941665899999998,0.319233218,0.848174902,0.689668318,0.217622288,5610000000.0,0.00043061300000000005,0.264828154,0.379112179,0.003433375,0.002311953,0.614193984,0.008384173,0.141608973,0.005367946,0.396654444,0.056971514,0.0011808510000000001,0.005352300999999999,0.000127064,0.714851098,0.15280856,0.18706209899999998,0.02339758,0.002789388,0.00125034,0.27681812100000003,0.002020498,0.660759731,0.7290937390000001,0.331187936,0.021031849,0.929565605,0.002198528,0.028156214,0.000118933,0.000101242,0.5938527929999999,4190000000.0,0.118215666,0.649238602,0.460408451,0.575483089,0.31569353899999997,0.081001129,0.839580384,0.025231148999999998,0.58077815,0.025899752999999998
0,0.44868569,0.6040516579999999,0.99882812,0.303493589,0.000308518,0.00030917900000000003,0.458453486,0.00024402400000000002,0.19693675,0.314458513,0.848034287,0.689474363,0.21760202899999997,4490000000.0,0.000550743,0.264287324,0.36522484299999997,0.010376255,0.004514733,0.63043246,0.006649705,0.12455785,0.009710507,0.40898793299999997,0.169415292,0.000837958,0.007544286,4590000000.0,0.834177982,0.351418571,0.72828201,0.047578372,0.004826873,0.001917927,0.277616727,0.014676891000000001,1.0,0.7378850090000001,0.332169378,0.0,0.8767964559999999,0.00210471,0.071786108,0.00014229,6730000000.0,0.593959462,2640000000.0,0.110933234,0.622584913,0.455134479,0.528888799,0.311288876,0.028148159,0.8358277890000001,0.026738473999999998,0.5648940139999999,0.029906712999999998
0,0.49820654200000003,0.59376036,0.99885458,0.303289595,0.000116908,0.0,0.46397423299999996,0.0006670669999999999,0.205918502,0.320082054,0.848096895,0.689552556,0.217606658,5600000000.0,0.00041631400000000004,0.26419874,0.380416154,0.001445237,0.0010206030000000001,0.629360899,0.007434866,0.13272062199999998,0.005477429,0.39501998200000005,0.04197901,0.0013553410000000001,0.004663197,0.000216295,0.69998927,0.047161045,0.064713589,0.005713475,0.001108293,0.000386522,0.27692175,0.001228502,0.553170391,0.728132552,0.329918398,0.023035202,0.9214735759999999,0.002041832,0.014079053999999999,5190000000.0,4130000000.0,0.593796261,1380000000.0,0.113723201,0.637222439,0.458182277,0.5833351139999999,0.313601481,0.17342380699999999,0.8387371840000001,0.026531336000000003,0.563515615,0.027864295
0,0.451469565,0.597342135,0.998927144,0.30316512,0.00010176,84900000.0,0.46201488,0.000434043,0.16620970000000002,0.319834477,0.8466839629999999,0.689095282,0.21755756,4830000000.0,0.00038402300000000005,0.263441111,0.379903878,0.00559499,0.003468553,0.6300728760000001,0.010962165,0.161532182,0.006974059,0.39654994600000004,0.11994003,0.001132156,0.005584565,0.000647929,0.742549845,0.503005429,0.491295951,0.047757991,0.0056219569999999995,0.001568931,0.276811629,0.00028721599999999997,0.952852367,0.73119427,0.335532424,0.0010816060000000001,0.916168428,0.002027428,0.043567086,0.000139254,0.000148872,0.5939083470000001,384000000.0,0.112035253,0.611659045,0.45432912299999995,0.573995491,0.308162772,0.051210853,0.8347844729999999,0.026641184,0.564325027,0.022260372999999996
0,0.531398897,0.613384454,0.9989771759999999,0.303396667,0.00030909599999999997,0.000325139,0.478026891,0.00019802,0.206958495,0.326625168,0.847960163,0.6884220940000001,0.21744286300000001,6200000000.0,0.000430039,0.263633821,0.38908759,0.029936256,0.023752101,0.6300571229999999,0.006332358000000001,0.12102064900000001,0.005566945,0.39905388799999997,0.128935532,0.000882595,0.007171128000000001,0.000220116,0.8993740029999999,0.648996903,0.678039162,0.022939944,0.027587427,0.0028104059999999997,0.277026724,0.006410756,0.327397387,0.742325239,0.328099166,0.011589202,0.932022237,0.002192823,0.054975607,0.00020487400000000002,0.000201695,0.594034477,1910000000.0,0.12344881,0.641896412,0.45905839299999995,0.631183984,0.314403168,0.009744565,0.839103092,0.02662231,0.564200204,0.030870103
0,0.554419401,0.604354344,0.999039109,0.303433889,0.000102107,611000000.0,0.46466202,0.000640064,0.221707478,0.322522459,0.847970397,0.689159106,0.21756954899999997,6820000000.0,0.000422652,0.26316137100000003,0.374855631,0.008598413000000001,0.007242787,0.6325372260000001,0.007091073000000001,0.129243885,0.0051742870000000005,0.398459051,0.11844078,0.000880566,0.007186498,0.000273426,0.778976172,0.309838708,0.341202149,0.08425732,0.007602337,0.005977916,0.277188333,0.002926653,0.5408115920000001,0.73400287,0.329670048,0.015751007,0.93469159,0.0022624760000000002,0.022861852000000002,0.00011126,0.00010575700000000001,0.5939404629999999,7930000000.0,0.12000087300000001,0.646909446,0.460056003,0.5872175629999999,0.315225259,0.033830083,0.840398366,0.027256632000000003,0.566699195,0.028702867000000003
0,0.649071149,0.601204976,0.999065338,0.303526218,2560000000.0,115000000.0,0.45378324700000006,0.00031303099999999996,0.28571428600000004,0.29649147600000003,0.84824005,0.689844989,0.217646037,6130000000.0,0.0006152999999999999,0.265180937,0.34452889200000003,0.012834281000000001,0.008740628,0.630629375,0.0065548659999999995,0.123529945,0.061615254,0.40441411899999996,0.536731634,0.0030576320000000002,0.002068168,0.00046048599999999997,0.8790688870000001,0.662578125,0.887354358,0.428656936,0.00926178,0.01747591,0.277244358,0.009574031,0.9967365490000001,0.741033391,0.332066508,0.0,0.957359099,0.002904496,0.019701761,5320000000.0,4160000000.0,0.593939143,8500000000.0,0.110933234,0.509636034,0.431929681,0.473089496,0.293221258,0.022825042,0.846232003,0.026795002999999998,0.565176671,0.030185214
0,0.537930296,0.606883927,0.9990042140000001,0.303551113,0.000177733,27200000.0,0.46205514,0.00069607,0.221707478,0.319622268,0.8482545909999999,0.6904576990000001,0.21766376399999998,717000000.0,0.00045541699999999995,0.26418553,0.376569427,0.007956293,0.003345656,0.631749565,0.011330578999999999,0.163981014,0.005121173,0.40773663200000004,0.11844078,0.000994187,0.006359914,4360000000.0,0.785235085,0.223874022,0.512198385,0.034644704,0.00335905,0.0015296779999999998,0.27814952,0.01222155,0.6942850620000001,0.7351233629999999,0.33326109800000003,0.005594046,0.938618976,0.0022957060000000002,0.026371058,0.000176458,7590000000.0,0.593946689,3320000000.0,0.116980267,0.646384511,0.45981296,0.572016882,0.315286739,0.036482087999999996,0.841092214,0.027196774,0.566556015,0.021873437000000003
0,0.580759141,0.6564378270000001,0.999121148,0.303531294,0.0008558260000000001,0.0,0.485037283,0.00080108,0.225016545,0.3242555,0.84798969,0.689314109,0.21758647600000003,5630000000.0,0.00045496800000000004,0.263717742,0.382865765,0.014549721000000002,0.013693298000000001,0.631055739,0.001532934,0.042325483,0.005079488,0.393945524,0.062968516,0.005046007,0.001252684,0.000201582,0.784866208,0.214171693,0.209613465,0.109963193,0.014383287,0.020923827,0.276992532,0.0007839510000000001,0.577739789,0.733576613,0.327025045,0.009186983000000001,0.939955132,0.002281226,0.06762911099999999,0.000120764,0.000129655,0.593968645,0.000178942,0.11310462199999999,0.577602356,0.422592464,0.625520229,0.307428259,0.020153413999999998,0.8411426040000001,0.026944292,0.56579616,0.09027462
0,0.5422667170000001,0.6088153479999999,0.99914056,0.303549179,7230000000.0,0.0,0.461278445,0.000776078,0.236740096,0.31700502199999997,0.84801723,0.6892765120000001,0.217586403,6070000000.0,0.00046941699999999997,0.263621388,0.371213815,0.010084212,0.000487843,0.633339269,0.014019825,0.179460048,0.011298405,0.42456087200000003,0.055472264,0.00684163,0.000924783,65000000.0,0.853783538,0.05186545,0.937779293,0.025570171000000003,0.000459155,0.000780287,0.278154279,0.025195997999999997,0.9253800520000001,0.742700563,0.337775544,0.001216575,0.9447738240000001,0.002836511,0.005007431,0.000673069,336000000.0,0.594103316,4830000000.0,0.11363875,0.624934937,0.45670596399999996,0.562868865,0.310324107,0.02894738,0.842125265,0.026801346,0.565206516,0.019662018
0,0.531345361,0.5968881070000001,0.998968394,0.303610329,5970000000.0,107000000.0,0.46834755,0.00049905,0.223031105,0.33026809100000004,0.8479327529999999,0.689213842,0.21757206699999998,3910000000.0,0.000442416,0.263626827,0.385948735,0.010128518000000001,0.009725049,0.630840331,0.0048842320000000005,0.102911389,0.013386216999999999,0.39799282700000005,0.125937031,0.00043013800000000005,0.014684673,0.0006914930000000001,0.8049382159999999,0.48396334399999996,0.48797618299999995,0.241526016,0.009753865,0.014127406,0.277036131,0.001322925,0.825285402,0.735367315,0.32984257100000003,0.0,0.9415035890000001,0.002374051,0.011679113999999999,0.00011831600000000001,0.000123136,0.593951343,0.000168921,0.110933234,0.635393962,0.457431935,0.622957229,0.313487047,0.028823018,0.840741443,0.026843792999999998,0.565397469,0.036824572
0,0.585630922,0.622702835,0.999145297,0.30340271,0.00029036299999999997,0.000291521,0.478404335,0.0,0.254798147,0.359800523,0.848094142,0.6898102779999999,0.217637439,8500000000.0,0.000475581,0.264519663,0.39844826899999997,0.016145347,0.013111878,0.630612252,0.002912666,0.071318439,0.006242804,0.398448333,0.148425787,0.0016028729999999999,0.003945913,9760000000.0,0.861209,0.546595658,0.644500678,0.410513435,0.013231685,0.028764604,0.27712459100000003,0.007872691,0.979344178,0.7379571229999999,0.328805964,0.0,0.953052207,0.0023248879999999998,0.052893333,0.00018915799999999998,0.000164495,0.594001618,0.000333927,0.110933234,0.743307796,0.494059268,0.683729218,0.326937615,0.018169293,0.841840687,0.026791158,0.565158403,0.054025379000000005
1,0.536270678,0.6431052620000001,0.9991127129999999,0.303223127,0.00065034,0.0,0.46458317600000004,0.0008180819999999999,0.21064574100000003,0.330621773,0.8486446120000001,0.689725189,0.217610647,8510000000.0,0.000446459,0.264396112,0.38735516600000003,0.000355069,0.000553346,0.635778619,0.031757539,0.230673882,0.004895673,0.394518926,0.034482759,0.0037677659999999997,0.0016779310000000001,0.000567105,0.647228271,0.036708755,0.037469203,0.023468977000000002,0.00046048300000000003,0.0009645680000000001,0.276971801,8790000000.0,0.530445842,0.712917445,0.341356802,0.240546149,0.930435133,0.002232365,0.030486926,4450000000.0,4950000000.0,0.593567301,8160000000.0,0.155345268,0.64889035,0.459939871,0.602760727,0.317042795,0.460674775,0.840129789,0.056234262,0.570022655,0.014416962
0,0.5281867339999999,0.610739561,0.99898642,0.303613955,0.000257522,5640000000.0,0.46724709200000003,0.0,0.21811477699999998,0.319834477,0.848039428,0.6899883640000001,0.21768732100000002,5690000000.0,0.000437425,0.26434404899999997,0.38015535899999997,0.016476704,0.012091275,0.630612252,0.001031379,0.029869697999999997,0.0066674690000000005,0.395450033,0.067466267,0.00087245,0.007241148,0.000129548,0.8030283909999999,0.274140736,0.29854218899999996,0.026398521,0.014642275,0.004023375,0.277068586,0.00508813,0.9951055790000001,0.734337281,0.32718943699999997,0.0,0.937956445,0.002300681,0.021088665,0.000165088,0.000156796,0.593992282,4040000000.0,0.110933234,0.643127813,0.459426781,0.583404215,0.31458690100000003,0.017804172,0.8404921879999999,0.026791157000000003,0.5651583960000001,0.124699734
0,0.559612399,0.613175457,0.9990623340000001,0.30363594899999996,0.00022051900000000002,5380000000.0,0.46246445700000005,0.0005930590000000001,0.23106741,0.318667327,0.84807852,0.689548575,0.217598419,9000000000.0,0.000487534,0.264284216,0.37738906899999997,0.017329119,0.011368244,0.630775606,0.004498490999999999,0.097439308,0.006336158000000001,0.400116288,0.134932534,0.001079403,0.005853545999999999,908000000.0,0.8364074659999999,0.35752773299999996,0.47866504200000004,0.12020701800000001,0.012524061000000001,0.012111853,0.277192217,0.012753612,0.498426321,0.737214805,0.328240292,0.010550915,0.946164797,0.002402225,0.030326926,0.000155437,0.00011881,0.5939902229999999,0.000109517,0.118061128,0.614820178,0.452032251,0.569801746,0.31065031600000004,0.016929078,0.842157615,0.026838248999999998,0.565373363,0.039037577000000004
0,0.563841747,0.6097234029999999,0.999069498,0.303512683,0.000157959,2750000000.0,0.463667245,0.000686069,0.23740191,0.325847068,0.8480124059999999,0.6893450109999999,0.217587153,7660000000.0,0.000500785,0.263797779,0.38976752,0.009483278000000001,0.005852247,0.631060191,0.013297586,0.175650754,0.0057448080000000006,0.41505553799999995,0.182908546,0.000533615,0.011830055,9710000000.0,0.832922664,0.579091987,0.8237933009999999,0.097592772,0.006452753,0.003190717,0.27742248399999997,0.008176915,0.8811307859999999,0.740255216,0.336665383,0.002567962,0.9399331879999999,0.002355618,0.032784886,0.000187975,0.000134079,0.593965072,6190000000.0,0.115799328,0.6287266539999999,0.45720449700000004,0.598835565,0.311321865,0.030743798,0.842778397,0.026905022999999997,0.565648523,0.020168855
0,0.548583971,0.599792444,0.9990162309999999,0.303525735,5190000000.0,883000000.0,0.471533177,0.00040704099999999997,0.23201285800000002,0.348801019,0.847996772,0.689313618,0.21758387399999998,4280000000.0,0.000441418,0.263776799,0.415716628,0.010246458,0.009286489,0.631375255,0.010358475,0.15732986699999998,0.006136241999999999,0.41281150200000005,0.22488755600000002,0.000507238,0.012447431,0.000237695,0.844204214,0.769361352,0.8307973059999999,0.087618462,0.009204292,0.003062229,0.277112055,0.003045579,0.9183044140000001,0.7401604820000001,0.334707018,0.001396378,0.938384295,0.002415502,0.018887945,0.000117306,0.000113434,0.593951672,3590000000.0,0.11325382,0.6335361070000001,0.457750406,0.707042738,0.312700156,0.028497421000000002,0.842065974,0.027004012999999997,0.566003179,0.022952117
0,0.47572139799999996,0.59951138,0.9986874990000001,0.301837951,0.000376281,713000000.0,0.46217759999999997,0.000280028,0.201947622,0.317889227,0.845122041,0.6879153640000001,0.217279251,5810000000.0,0.000420955,0.263503275,0.376867479,0.008384373,0.006696926999999999,0.6303869129999999,0.0035063240000000003,0.081869577,0.007566326,0.39430189,0.013493253,0.000243474,0.025918699,0.000136617,0.7649561290000001,0.179121561,0.18084582300000002,0.014726748000000001,0.00809539,0.0018900829999999999,0.277062325,0.001102876,0.460797269,0.73274148,0.327675825,0.02187928,0.9223652309999999,0.0020004239999999998,0.020239629,0.000552506,0.00055531,0.5940244020000001,0.000115421,0.116238525,0.63208529,0.455975781,0.5675660889999999,0.313164536,0.034669459,0.8382930000000001,0.026725719,0.56482578,0.046887054000000004
