Bankrupt,ROA_B_before_interest_and_depreciation_after_tax,Operating_Gross_Margin,Operating_Profit_Rate,Non_industry_income_and_expenditure_revenue,Operating_Expense_Rate,Research_and_development_expense_rate,Cash_flow_rate,Interest_bearing_debt_interest_rate,Persistent_EPS_in_the_Last_Four_Seasons,Cash_Flow_Per_Share,Operating_Profit_Growth_Rate,After_tax_Net_Profit_Growth_Rate,Continuous_Net_Profit_Growth_Rate,Total_Asset_Growth_Rate,Net_Value_Growth_Rate,Total_Asset_Return_Growth_Rate_Ratio,Cash_Reinvestment_,Current_Ratio,Quick_Ratio,Interest_Expense_Ratio,Total_debt_Total_net_worth,Debt_ratio_,Long_term_fund_suitability_ratio__A,Inventory_and_accounts_receivable_Net_value,Total_Asset_Turnover,Accounts_Receivable_Turnover,Average_Collection_Days,Inventory_Turnover_Rate__times,Working_Capital_to_Total_Assets,Quick_Assets_Total_Assets,Current_Assets_Total_Assets,Cash_Total_Assets,Quick_Assets_Current_Liability,Cash_Current_Liability,Inventory_Working_Capital,Inventory_Current_Liability,Current_Liabilities_Liability,Working_Capital_Equity,Current_Liabilities_Equity,Long_term_Liability_to_Current_Assets,Retained_Earnings_to_Total_Assets,Total_income_Total_expense,Total_expense_Assets,Current_Asset_Turnover_Rate,Quick_Asset_Turnover_Rate,Working_capitcal_Turnover_Rate,Cash_Turnover_Rate,Equity_to_Long_term_Liability,Cash_Flow_to_Total_Assets,Cash_Flow_to_Liability,CFO_to_Assets,Cash_Flow_to_Equity,Current_Liability_to_Current_Assets,Net_Income_to_Stockholder's_Equity,Degree_of_Financial_Leverage__DFL,Interest_Coverage_Ratio__Interest_expense_to_EBIT,Equity_to_Liability
0,0.563145779,0.605255192,0.999013804,0.30359341,0.000139342,2330000000,0.46130193,0.000268027,0.230783776,0.317287968,0.848027147,0.689738259,0.21762922,8990000000,0.000530405,0.264405436,0.375451734,0.007566903,0.006034409,0.630924576,0.009135593,0.147988028,0.005795142,0.406135663,0.164917541,0.000689844,0.009161589,0.000152476,0.786310974,0.537926353,0.624780109,0.099634283,0.006342382,0.00344495,0.277393672,0.003517827,0.986358733,0.73486959,0.334260774,0,0.938860579,0.002373558,0.026119975,0.000167672,0.000148525,0.59394052,7480000000,0.110933234,0.652488522,0.460920584,0.563392499,0.316346945,0.038301258,0.842073071,0.026890408,0.565591014,0.024630147
0,0.540125274,0.600765361,0.998998668,0.303746889,852000000,0,0.465017656,0.000307031,0.221991113,0.322133409,0.848182831,0.690129892,0.217660874,6100000000,0.000467246,0.264648655,0.381217168,0.002278932,0.001880879,0.631192723,0.005221642,0.107446262,0.005427651,0.394618065,0.062968516,0.002154748,0.002934885,0.000480549,0.706670107,0.095920746,0.105858238,0.048578276,0.002098656,0.003084529,0.276931098,0.000824327,0.727469748,0.729067615,0.329633381,0.026986868,0.936972262,0.002555477,0.008875176,581000000,5750000000,0.593843231,8180000000,0.115393882,0.638646127,0.458269686,0.592622125,0.313938186,0.117338329,0.841273042,0.026993833,0.56596928,0.035150472
0,0.555543659,0.622392943,0.999095612,0.303578183,0.00033523,0.000285239,0.474988886,0,0.235321925,0.328146,0.848044734,0.68947191,0.217597961,6890000000,0.000458836,0.264175428,0.382092694,0.031109419,0.027076546,0.630612252,0.001029555,0.029809233,0.020000795,0.396022095,0.085457271,0.001335051,0.004733217,0.000108338,0.867758259,0.481740555,0.527404843,0.414266171,0.027372498,0.067580762,0.277051934,0.009992694,0.929920647,0.737323285,0.327121709,0,0.942189928,0.002351774,0.031210374,0.000252795,0.000236206,0.59406203,0.000538774,0.110933234,0.671710653,0.481342783,0.605448287,0.317564272,0.009369299,0.841192324,0.02679117,0.56515846,0.124879408
0,0.607901922,0.603662492,0.999038416,0.303507607,9180000000,4920000000,0.462600337,0.001240124,0.287699726,0.330268091,0.848148174,0.689663528,0.217623784,0.000136842,0.000900429,0.264910522,0.391788681,0.008165965,0.005270828,0.630761565,0.021308785,0.207697191,0.01302579,0.432675574,0.457271364,0.001122011,0.005632384,0.000151521,0.819615037,0.638690638,0.952117659,0.058786844,0.005300249,0.001440818,0.277649941,0.007752858,1,0.741394602,0.345150591,0,0.944787379,0.002406449,0.039219026,9980000000,6790000000,0.593935276,1830000000,0.110933234,0.658124545,0.461154489,0.588924404,0.319270618,0.035571368,0.846274887,0.026834395,0.565356462,0.016456327
0,0.534878741,0.602516612,0.999011147,0.303458059,0.000100951,0,0.459520395,0.000553055,0.219911128,0.312194949,0.848056945,0.689349022,0.217603615,7500000000,0.000447282,0.263991266,0.370254461,0.010484835,0.004812305,0.633143039,0.014040799,0.179550745,0.00639272,0.413108921,0.11994003,0.00065941,0.009594521,4240000000,0.823666439,0.328089235,0.626974107,0.02225156,0.005303138,0.001050904,0.27756089,0.013728488,0.591734388,0.739562875,0.333672698,0.011506327,0.932801502,0.002268858,0.018563367,0.000219613,0.000114856,0.593982499,2140000000,0.128120243,0.638101674,0.45858577,0.545195263,0.313427123,0.027861252,0.840536087,0.028551034,0.568306744,0.019647715
0,0.494833771,0.593594604,0.998893289,0.303036778,755000000,781000000,0.4667388,0.000185019,0.192304056,0.324326236,0.847969374,0.688402762,0.21747539,5850000000,0.000412221,0.2631536,0.382847137,0.006732584,0.005602087,0.630294448,0.008208173,0.140036884,0.00585671,0.397490431,0.046476762,0.000655352,0.009656857,0.000147126,0.757758875,0.199773184,0.228636577,0.011145198,0.005758935,0.00092352,0.277674705,0.002869609,0.425066262,0.732483484,0.329370792,0.034948659,0.918821949,0.001976937,0.018628023,0.000186406,0.000167937,0.593930161,2470000000,0.125479412,0.642472689,0.459191503,0.596246465,0.314485491,0.042881041,0.837614514,0.026703413,0.56470213,0.026231018
0,0.560736656,0.605968665,0.998989424,0.303514858,0.000169292,9020000000,0.478194644,0.000353035,0.216034792,0.325634859,0.847962115,0.689192404,0.217571736,8880000000,0.000490528,0.263925993,0.382511829,0.021447047,0.017050807,0.633143039,0.004917061,0.103364876,0.005166167,0.397051002,0.052473763,0.000511296,0.012351793,0.00010509,0.818564567,0.299861677,0.341672214,0.181717128,0.018190933,0.031458466,0.277084457,0.008755268,0.266760989,0.736241756,0.327408352,0.02343198,0.932076867,0.002263658,0.01068562,0.000302098,0.000270592,0.594069941,0.000428856,0.122644334,0.693415933,0.471567685,0.612176279,0.321813678,0.013666344,0.840190482,0.028170419,0.568011364,0.036650972
0,0.536270678,0.602365269,0.998975558,0.303607187,0.000133907,6180000000,0.464269478,350000000,0.223409284,0.324786022,0.847934682,0.689236492,0.217572953,667000000,0.00045407,0.263428678,0.377975858,0.009633043,0.008008864,0.630654375,0.007556151,0.133899689,0.00650198,0.402104437,0.152923538,0.000961724,0.006569976,0.000154578,0.822110187,0.603182199,0.696208351,0.144369112,0.00809898,0.005661695,0.277201497,0.004314915,0.957732718,0.73731543,0.332689027,0,0.936971575,0.002338936,0.022652886,0.000180606,0.000160727,0.593964529,0.000104246,0.110933234,0.663910219,0.463255398,0.600664982,0.318138858,0.030275761,0.841263254,0.026803796,0.565217951,0.0275873
0,0.491300391,0.608303665,0.998614358,0.302350594,0.000590671,0.000366736,0.469744932,0,0.21083483,0.319657636,0.848073744,0.689324583,0.217620526,0.000261484,0.001114063,0.263511046,0.380593122,0.056542101,0.049841732,0.630612252,0.001075151,0.0309883,0.019596013,0.3954152,0.049475262,0.003240238,0.001951182,4740000000,0.963852823,0.807230112,0.868160551,0.784160323,0.050515992,0.141360863,0.277035829,0.01589081,0.811323042,0.741800468,0.327034314,0,0.903500407,0.002034811,0.047883874,0.00111913,0.001049084,0.594608342,0.002636415,0.110933234,0.906197657,0.654385201,0.587286103,0.34211163,0.005041631,0.837196311,0.026791157,0.565158396,0.12055647
0,0.590020879,0.604757924,0.999069845,0.30352791,7780000000,5590000000,0.469981463,0.000287029,0.246856386,0.330055882,0.84816195,0.689675445,0.217626777,6870000000,0.000482543,0.264450505,0.384505048,0.018458601,0.011534186,0.630778688,0.005692191,0.113462527,0.008875137,0.402509033,0.173913043,0.001448673,0.004366891,8040000000,0.871774441,0.43644262,0.656635201,0.254653631,0.011853416,0.019980919,0.277244641,0.017399184,0.554962937,0.740046436,0.329062426,0.008059919,0.94405386,0.002576271,0.017383513,0.000148235,9990000000,0.593989417,0.000162623,0.119018842,0.647523376,0.460297448,0.618301,0.315261771,0.015891581,0.842692053,0.026845404,0.565404427,0.033139564
0,0.528347342,0.598675392,0.998982838,0.303488029,6740000000,0,0.457290959,0.000144014,0.215278434,0.315519559,0.848052721,0.689126848,0.21756713,7670000000,0.000508795,0.26375271,0.373905592,0.020014914,0.009444944,0.632322502,0.001195524,0.034102246,0.005285466,0.397501149,0.124437781,0.00178345,0.003544576,9360000000,0.815685913,0.181133919,0.33667969,0.007273974,0.010508557,0.001193434,0.277318072,0.024886495,0.820039594,0.734969602,0.327131704,0,0.932018036,0.002231003,0.012993825,0.000108786,5840000000,0.593973495,68000000,0.110933234,0.643171168,0.459439597,0.552291142,0.314591822,0.014650924,0.840044204,0.026865705,0.565490436,0.110523469
0,0.539696986,0.606112801,0.999037607,0.303495522,0.000131941,79800000,0.469083985,0.00029703,0.223031105,0.334830586,0.848098154,0.689244802,0.217575701,753000000,0.000457663,0.263510269,0.396836929,0.007443347,0.007234054,0.630799921,0.008230971,0.140248511,0.005702845,0.401133138,0.115442279,0.000499122,0.012660055,0.00051284,0.774179905,0.432486625,0.438255765,0.107653448,0.007165493,0.00519825,0.277113228,0.001073955,0.740102855,0.733772456,0.331675929,0.004148057,0.941676261,0.002320923,0.01835608,0.000156341,0.000160165,0.593937413,0.000107546,0.114199645,0.678438065,0.465716899,0.642796186,0.320855539,0.038918462,0.840900692,0.026838095,0.56537269,0.026186414
0,0.555597195,0.595742227,0.998981913,0.30362894,213000000,0,0.468411296,0.000354035,0.2312565,0.326943482,0.848327739,0.690643835,0.217721318,6890000000,0.000489156,0.264476925,0.381692187,0.007199354,0.005514126,0.631030739,0.006588606,0.123892735,0.005809185,0.394666295,0.20089955,0.006821341,0.000927345,19100000,0.759832944,0.204968739,0.196365388,0.064253133,0.007337625,0.00657815,0.27697486,0,0.385852977,0.732577839,0.328518201,0.033889039,0.944547978,0.002783253,0.006788504,2830000000,3580000000,0.59391952,3560000000,0.121977986,0.652085566,0.461147412,0.598212215,0.316035632,0.040194154,0.841794798,0.026912993,0.565679282,0.030084755
0,0.508646073,0.598617737,0.998963657,0.303408027,8570000000,6890000000,0.456009327,0.000338034,0.205445779,0.310072858,0.848158515,0.689557115,0.217611556,7370000000,0.000470665,0.264669635,0.357168138,0.008739442,0.007701934,0.630209518,0.0098095,0.153278713,0.005161913,0.407537013,0.220389805,0.000921145,0.00686372,0.000236739,0.805297473,0.585469551,0.638983721,0.088713557,0.007784371,0.003446598,0.277170251,0.002820603,0.846041078,0.73660181,0.333633606,0.0039403,0.90769546,0.002129102,0.034694876,0.000114126,0.000109259,0.593942023,4610000000,0.115840893,0.630002028,0.457123122,0.496678643,0.31206999,0.033298013,0.838074854,0.026676944,0.564547815,0.023654892
0,0.533700948,0.630183485,0.998983184,0.303520175,0.000572632,0.000469117,0.465161923,0,0.215089345,0.318101436,0.848165596,0.689725477,0.217630829,7430000000,0.000451125,0.265918363,0.379419545,0.031117532,0.021259858,0.630612252,0.002006219,0.053058016,0.012898121,0.399683557,0.179910045,0.003323425,0.001902509,4340000000,0.962116374,0.728866412,0.957251981,0.595961931,0.022814997,0.053897783,0.277142762,0.02177561,1,0.742604261,0.328057752,0,0.738874961,0.002239555,0.111956291,0.000222526,0.000172275,0.594045371,0.000381048,0.110933234,0.680214403,0.476297022,0.585035347,0.318819,0.009366788,0.840397564,0.026791157,0.565158396,0.072575031
0,0.531131217,0.608534283,0.999012996,0.303430263,0.000195541,2940000000,0.45897352,0.000474047,0.215656613,0.312619368,0.847996184,0.68915726,0.217564966,7560000000,0.000438948,0.263525033,0.365588093,0.0082552,0.00611426,0.6332879,0.007834286,0.136560148,0.005842889,0.403114588,0.095952024,0.000365212,0.017308735,0.000204257,0.794813589,0.574348102,0.590801071,0.049546749,0.007812492,0.001968677,0.277100336,0.001498364,0.926863762,0.735312073,0.332710649,0.001222602,0.936693157,0.002243734,0.027859176,0.000263519,0.000262219,0.593966363,5990000000,0.112196415,0.631298732,0.457109444,0.534798382,0.312553067,0.03519933,0.840233622,0.030733954,0.569132178,0.02698186
0,0.549387012,0.605168711,0.999035874,0.303509541,0.000118296,5280000000,0.46336529,0.000490049,0.2312565,0.32853505,0.848245391,0.689917384,0.217651197,7180000000,0.000511889,0.264261681,0.406169666,0.006667062,0.004013789,0.631193066,0.026743815,0.221332043,0.007423362,0.432589832,0.190404798,0.000628975,0.010047093,6520000000,0.774382902,0.554007146,0.82640188,0.010290158,0.004332974,0.000238875,0.278670391,0.006380832,0.991968888,0.73577576,0.34977537,7030000000,0.927761844,0.002334155,0.02691759,0.000175791,0.000119268,0.593928244,612000000,0.111146512,0.644758619,0.459487112,0.606480076,0.315233411,0.043286425,0.843016199,0.026938914,0.565776508,0.015197653
0,0.532362546,0.598372706,0.998976598,0.303652143,6880000000,475000000,0.471768031,0.000274027,0.217642054,0.319940581,0.847995843,0.689389042,0.217584734,6040000000,0.000446534,0.263961738,0.377556723,0.022318183,0.003563377,0.630705744,0.004319755,0.094809082,0.005274343,0.39773828,0.07946027,0.003568929,0.001771861,5560000000,0.793154607,0.032978377,0.208238623,0.002702001,0.003895122,0.000788037,0.277542547,0.047897669,0.166167695,0.734511722,0.326870546,0.001886371,0.934845169,0.002440095,0.007785703,9550000000,1110000000,0.593969566,36000000,0.111490739,0.641275056,0.458836959,0.581995549,0.314338777,0.013128314,0.840694832,0.02679249,0.565164745,0.040193537
0,0.630387066,0.626017959,0.999211968,0.30381529,0.000276834,1040000000,0.490329886,0.000267027,0.247140021,0.337624673,0.848017053,0.689382204,0.217591991,6120000000,0.000447332,0.263912006,0.383778548,0.00427955,0.003767372,0.630656087,0.0018211,0.04897663,0.005362885,0.394514906,0.070464768,0.002000548,0.003160317,0.000793335,0.740054943,0.096712589,0.097990167,0.038963784,0.004185268,0.004718892,0.276904443,0.000600937,0.800635573,0.731394493,0.32755437,0.009217843,0.948691228,0.002577327,0.023072941,4570000000,5070000000,0.593899386,5850000000,0.112017716,0.646763303,0.461158914,0.681799854,0.314996358,0.065994536,0.84265618,0.0267979,0.565190347,0.07846273
0,0.56828524,0.609809885,0.999029865,0.303717885,0.00019901,0.000143469,0.467384649,0.000369037,0.241656424,0.328994836,0.84796915,0.68932542,0.217582988,6050000000,0.000464376,0.263729398,0.380919116,0.009201219,0.008568448,0.630919782,0.004853227,0.102488134,0.00670832,0.399202597,0.092953523,0.000570136,0.0110863,0.000611434,0.786818293,0.383126337,0.379454202,0.039934234,0.009034377,0.002725849,0.277021689,0.000787505,0.707798939,0.734212761,0.329308899,0.004058971,0.947693201,0.00238711,0.027167432,0.000155678,0.000163374,0.593954811,4580000000,0.113171425,0.621767009,0.454078703,0.607681584,0.311542196,0.031663828,0.841815163,0.026881494,0.565555222,0.036992887
0,0.572300444,0.608577523,0.999028363,0.303860004,0.00018074,0,0.46069131,0.000262026,0.236361917,0.31686355,0.84799289,0.689327295,0.217585218,7420000000,0.000488133,0.263625273,0.371828546,0.010779374,0.007014462,0.630697525,0.003636728,0.084046316,0.010867789,0.399655423,0.109445277,0.000704047,0.008974583,8460000000,0.794327216,0.244823474,0.359520561,0.042754668,0.007139184,0.003587903,0.277365755,0.009750521,0.695407338,0.734448675,0.328500983,0,0.943891295,0.002484641,0.021640043,0.000133763,9300000000,0.593959203,4510000000,0.110933234,0.635215028,0.456985822,0.560485558,0.313558897,0.027112362,0.842133999,0.02681116,0.565252004,0.045619812
0,0.559933615,0.602559852,0.999060023,0.303457334,5230000000,2750000000,0.462806673,0.000308031,0.241089156,0.324432341,0.848159573,0.689848481,0.21763651,9900000000,0.000732611,0.264387564,0.380891174,0.011541306,0.009490485,0.631144094,0.016507537,0.190887928,0.007743411,0.414988552,0.185907046,0.00048492,0.013045168,0.000192219,0.844631025,0.643008242,0.719595717,0.080763395,0.009991012,0.003654108,0.277125783,0.004356964,0.581571633,0.742795981,0.334832023,0.011523556,0.936833645,0.002410077,0.016315629,0.000177495,0.000163209,0.593977128,555000000,0.132749,0.675639672,0.463669995,0.579981107,0.323102065,0.025348643,0.842271641,0.026955034,0.56583489,0.018252351
0,0.540018202,0.618767927,0.999129352,0.303308447,0.000243184,8100000000,0.459379482,0.000505051,0.216034792,0.314670722,0.848220687,0.689741549,0.217632757,8090000000,0.00059651,0.264850689,0.36979807,0.004097335,0.001975703,0.634237887,0.00827839,0.140671766,0.004957241,0.399154367,0.032983508,0.000474775,0.013345743,3380000000,0.718336471,0.176306367,0.273628216,0.0175232,0.002594229,0.000762661,0.276527446,0.0042375,0.820441522,0.729384766,0.332296123,0.009179751,0.912801887,0.002279823,0.012418576,0.00037299,0.000245009,0.59380306,6290000000,0.115501831,0.649334983,0.460433242,0.54195672,0.31570391,0.068735521,0.840360144,0.027829632,0.567655835,0.026096318
0,0.549975909,0.620346214,0.999248712,0.303488271,0.000149055,4400000000,0.472771193,0.000221022,0.226245627,0.328004527,0.848003336,0.689271665,0.217575877,6270000000,0.000455542,0.263382832,0.386703178,0.016624597,0.015823713,0.630754373,0.003095049,0.074644012,0.00914488,0.396472242,0.061469265,0.000537673,0.011774551,0.000128592,0.85180335,0.572775086,0.579027742,0.091240692,0.015886436,0.007314494,0.277015879,0.002257928,0.817240155,0.737526266,0.328507425,0,0.948546884,0.002497556,0.016121862,0.000378056,0.000380638,0.594085078,0.0001588,0.110933234,0.647265349,0.460713815,0.634233362,0.315108613,0.017646359,0.8416103,0.026826572,0.565321786,0.051562691
0,0.539268697,0.592556826,0.998893404,0.30350229,586000000,3410000000,0.467918103,0.000172017,0.208754845,0.321390677,0.84758874,0.688064221,0.217458291,663000000,0.000431162,0.263623719,0.381124027,0.013103235,0.01068202,0.63045609,0.002934552,0.071741694,0.00510941,0.397633781,0.097451274,0.000945492,0.006683546,0.000201773,0.808320257,0.337885312,0.388178999,0.174920729,0.01105377,0.016469014,0.277127762,0.005643887,0.72067456,0.73507573,0.328133211,0.005640231,0.928506079,0.001936711,0.008130366,0.000155698,0.00013996,0.593977244,0.00019615,0.113681181,0.681319608,0.472506826,0.598590721,0.319306275,0.022360689,0.839183108,0.02674984,0.564953375,0.053712073
0,0.663954173,0.609860332,0.999187472,0.303585434,4230000000,1380000000,0.476007146,0.000287029,0.265008982,0.327403268,0.848199347,0.689769797,0.217636494,8430000000,0.000540113,0.265351889,0.38820275,0.029496944,0.021549944,0.630632115,0.001575794,0.043353388,0.00559353,0.399686237,0.251874063,0.00186055,0.003398558,0.000149801,0.906428231,0.570826474,0.713250918,0.204308178,0.022749492,0.023460806,0.277121244,0.017763271,0.947114386,0.739489881,0.327597969,0,0.961344846,0.00346891,0.011164716,0.000117921,9740000000,0.593986779,9790000000,0.110933234,0.684216854,0.481963075,0.627016864,0.319095596,0.009892624,0.844456174,0.026792258,0.565163641,0.088251985
